date,text,sentiment_score,sentiment_label,contribute_words
2000-03-13 09:35:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------   			From:  <PERSON><DATE_TIME> 01:43 PM	To: <PERSON>/ECT@ECT, <PERSON>/ECT@ECTcc:  <PERSON>: We have room <US_DRIVER_LICENSE> from <DATE_TIME> on <DATE_TIME>.WK","[0.24404694139957428, 0.1694640964269638, 0.15564218163490295, 0.21001403033733368, 0.22083275020122528]",0,"forward, wk, on"
2000-03-13 05:32:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------   			From:  <PERSON><DATE_TIME> 11:31 AM	To: <PERSON>/ECT@ECT, <PERSON>/ECT@ECT, Brent A Price/HOU/ECT@ECTcc:  Subject: Priority ListWill,Here is a list of the top items we need to work on to improve the position and p&l reporting for the west desk.My underlying goal is to create position managers and p&l reports that represent all the risk held by the deskand estimate p&l with great accuracy.Let's try and schedule a meeting for <DATE_TIME> to go over the items above.<PERSON> ","[0.05885464698076248, 0.0776842013001442, 0.12165147066116333, 0.34900572896003723, 0.39280399680137634]",4,"my, forward, subject"
2000-03-13 05:31:00,"Will,Here is a list of the top items we need to work on to improve the position and p&l reporting for the west desk.My underlying goal is to create position managers and p&l reports that represent all the risk held by the deskand estimate p&l with great accuracy.Let's try and schedule a meeting for <DATE_TIME> to go over the items above.<PERSON> ","[0.005108424462378025, 0.008398923091590405, 0.03603619709610939, 0.23054549098014832, 0.7199109792709351]",4,"will, my, ."
2000-03-13 02:22:00,Go ahead and level the floor in #2.  ,"[0.13040584325790405, 0.11691881716251373, 0.15228235721588135, 0.2566854655742645, 0.34370750188827515]",4,"go, ahead, #"
2000-12-13 13:28:00,"Dear phillip,This e-mail is automated notification of the availability of yourcurrent Natural Gas Intelligence <IN_PAN>(s). Please use yourusername of ""pallen"" and your password to access       NGI's Daily Gas Price Index  <PERSON>If you have forgotten your password please visit  <URL>and we will send it to you.If you would like to stop receiving e-mail notifications when yourpublications are available, please reply to this message withREMOVE E-MAIL in the subject line.Thank you for your subscription.For information about Intelligence Press products and services,visit our web site at <URL> orcall toll-free <PHONE_NUMBER>.ALL RIGHTS RESERVED. (c) <DATE_TIME>, Intelligence Press, Inc.---                   ","[0.20167845487594604, 0.10230708122253418, 0.13190332055091858, 0.22590862214565277, 0.33820250630378723]",4,"., this, dear"
2000-12-13 02:17:00,"Please review the attached draft Enron comments in response to the <LOCATION> request for natural gas price caps.  The comments reflect <PERSON> comments (which are reflected in red line).  Please respond to me as soon as possible with your comments, and please pass it on to anyone else who needs to see it.Thanks<PERSON>","[0.2162541002035141, 0.11020002514123917, 0.17647796869277954, 0.23618559539318085, 0.26088231801986694]",4,"please, reflect, ."
2000-03-09 06:20:00,"<PERSON>,Please remove <PERSON> and <PERSON> from rc #768.  Thank you<PERSON>","[0.43675652146339417, 0.15454523265361786, 0.18247278034687042, 0.11952682584524155, 0.10669867694377899]",0,"remove, thank, please"
2000-03-09 06:00:00,"Go ahead and order the ac for #27.  Can you email or fax a summary of all rents collected from <DATE_TIME> through <DATE_TIME>.  I need this to finish my tax return.I have all the expense data but not rent <IN_PAN>.  Fax number is <PHONE_NUMBER>.Thank you,<PERSON>","[0.7240616679191589, 0.13626383244991302, 0.07423066347837448, 0.03051898255944252, 0.034924790263175964]",0,"go, not, but"
2000-03-07 09:02:00,Anymore details?  Is the offer above or below 675?What else do you have in a clean <DATE_TIME> in a good location with room to expand?,"[0.20215894281864166, 0.3056758940219879, 0.3684852123260498, 0.09654291719198227, 0.0271370280534029]",2,"?, ?, is"
2000-03-06 05:27:00,"$100 for the yard seems like enough for <DATE_TIME>.  How long did it take him?  I think $100 should be enough. Use Page Setup under the File menu to change  from Portrait to Landscape if you want to change from printing vertically to printing horizontally.  Also try selecting Fit to one page if you want your print out to be on only one page.  <PERSON> previewto see what your print out will look like before you print.The truck might need new sparkplugs at around 120,000-125,000 miles.  A valve adjustment might do some good.  It has idled very highfor the last 25,000 miles, but it has never broken down.<PERSON> to hear about the good deposit for <DATE_TIME>.  Great job on <DATE_TIME>.<PERSON>","[0.03591466322541237, 0.08744587004184723, 0.21360306441783905, 0.4525650441646576, 0.21047137677669525]",3,"seems, should, for"
2000-03-03 04:48:00,The file is updated and renamed as Gas Basis Mar <DATE_TIME>.  ,"[0.1787627935409546, 0.1648939847946167, 0.2386368364095688, 0.22187075018882751, 0.19583560526371002]",2,"updated, the, is"
2000-03-03 04:33:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> <DATE_TIME> ---------------------------<PERSON> <DATE_TIME>To: <PERSON>, <PERSON>/ECT@ECTcc:  Subject: Western Strategy SummariesSlides from <DATE_TIME>'s meeting are attached: ","[0.16192412376403809, 0.15782256424427032, 0.1754879653453827, 0.283433735370636, 0.22133155167102814]",3,"on, forward, attached"
2000-03-03 02:53:00,It is ok to let the deposit rollover on #13 if there is no interruption in rent.,"[0.023749027401208878, 0.14348655939102173, 0.6620302796363831, 0.15495362877845764, 0.015780478715896606]",2,"ok, it, is"
2000-03-03 00:39:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 08:36 AM ---------------------------""the <URL> team"" <<EMAIL_ADDRESS>> on <DATE_TIME> 12:29:38 AMPlease respond to <EMAIL_ADDRESS>To: <EMAIL_ADDRESS>cc:  <PERSON>: Just <NRP>! Exclusive new animation from <PERSON>Dear Phillip, 7th Portal is a super hero action/adventure, featuring a global band of teenage game testers who get pulled into a parallel universe (through the 7th Portal) created through a warp in the Internet. The fate of the earth and the universe is in their hands as they fight Mongorr the Merciful -- the evil force in the universe. The legendary <PERSON>, creator of <PERSON> and the <IN_PAN> Hulk, brings us ""Let the Game Begin,"" episode #1 of 7th Portal -- a new series exclusively on <URL>. - the <URL> team ===================== Advertisement ===================== Don't miss <URL>! Watch Daily Music News. Download MP3s. Read album reviews. Get the scoop on <DATE_TIME> of artists, including exclusive photos, bios, song clips & links. Win great prizes & MORE. <URL>===================== Advertisement ===================== ~~~~~~~~~~~~~~~~~~~~~~~~ Unsubscribe Instructions ~~~~~~~~~~~~~~~~~~~~~~~~ Sure you want to unsubscribe and stop receiving E-mail from us? All right... click here: <URL>#17094 ","[0.10392533242702484, 0.15537992119789124, 0.19506017863750458, 0.3605100214481354, 0.18512457609176636]",3,"respond, new, exclusive"
2000-03-02 05:08:00,"Imelda,Please switch my sitara access from central to west and email me with my password.thank you,<PERSON>","[0.2801033854484558, 0.11431243270635605, 0.1396339237689972, 0.1684042066335678, 0.29754602909088135]",4,"thank, imel, please"
2000-03-02 05:07:00,Try again.  The attachment was not attached.,"[0.5308385491371155, 0.34822574257850647, 0.11063060164451599, 0.008388406597077847, 0.0019166985293850303]",0,"try, not, again"
2000-12-12 23:55:00,"<PERSON> that I missed you on the first pass:---------------------- Forwarded by <PERSON> on <DATE_TIME> ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>PDX/ECT@ECT, <PERSON>, <PERSON>, <PERSON>/PDX/ECT@ECT, <PERSON>/ECT@ECT, <PERSON> Richter/HOU/ECT@ECT, <PERSON>, <PERSON>, <PERSON>/PDX/ECT@ECT, <PERSON>/PDX/ECT@ECT, Greg Wolfe/HOU/ECT@ECT, <PERSON>/ECT@ECT, <PERSON>/ECT@ECT, Cooper Richey/PDX/ECT@ECTcc:  Subject: Post Game Wrap Up: Stats on Extraordinary Measures---------------------- Forwarded by <PERSON> on <DATE_TIME> ---------------------------""<PERSON>"" <<EMAIL_ADDRESS>> on <DATE_TIME>To: <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<PERSON>, <<EMAIL_ADDRESS>>, <<PERSON>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>cc: ""Carol Lynch"" <<EMAIL_ADDRESS>>, ""ChaRee Messerli"" <<EMAIL_ADDRESS>>, ""<PERSON>"" <<EMAIL_ADDRESS>>, ""Rich Nassief"" <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>>, <<EMAIL_ADDRESS>> Subject: REVISION - - LOAD AND RESOURCE ESTIMATESMost control areas have now reported the amount of load relief and generation increase that was experienced over the Peak period (<DATE_TIME>) on <DATE_TIME>.  The data I have received thus far are summarized in the following paragraphs.The approximate amount of load relief achieved due to conservation or curtailments over the <PERSON> period on <DATE_TIME> was 835 MWh.The approximate amount of generation increase due to extraordinary operations or purchases over the Peak period on <DATE_TIME> was 786 MWh.A note of caution, these figures are very imprecise and were derived with a lot of guesswork.  However, they should be within the ballpark of reality.<PERSON>","[0.23898953199386597, 0.16273540258407593, 0.13284452259540558, 0.20822308957576752, 0.2572074234485626]",4,"that, i, missed"
2000-02-28 03:19:00,"<PERSON>, I transferred $10,000 out of the checking account on <DATE_TIME> <DATE_TIME>.  I will call you <DATE_TIME> or <DATE_TIME> to see what is new.<PERSON>","[0.5115469694137573, 0.21650910377502441, 0.14862342178821564, 0.06624981015920639, 0.057070694863796234]",0,"will, transferred, ."
2000-02-21 23:03:00,"<PERSON>, Let's just close on <DATE_TIME>.<PERSON>","[0.22318001091480255, 0.19921547174453735, 0.26602381467819214, 0.17813637852668762, 0.13344433903694153]",2,"just, let, ,"
2000-02-21 00:07:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME>==<DATE_TIME> ---------------------------  =20=09=09=09From:  <PERSON> <DATE_TIME>=09To: <PERSON>, <PERSON> Gomez/HOU/ECT@ECT, <PERSON>=20Allen/HOU/ECT@ECTcc: =20Subject: PIRA's <IN_PAN>/Southwest Gas Pipeline StudyDid any of you order thisJEn---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME>==<DATE_TIME> ---------------------------""<PERSON>"" <<EMAIL_ADDRESS>> on <DATE_TIME> PMTo: ""PIRA Energy Retainer Client"" <<EMAIL_ADDRESS>>cc: =20Subject: PIRA's <IN_PAN>/Southwest Gas Pipeline Study?PIRA focuses on the  <IN_PAN>/Southwest Region in its study of Natural Ga=s=20Pipeline  InfrastructurePIRA  Energy Group announces the continuation of its new multi-client study=,=20The  Price of Reliability: The Value and Strategy of Gas  Transportation.The Price of Reliability, delivered in 6  parts (with each part representin=<PERSON>a discrete <NRP> region), offers  insights into the changes and=20developments in the <NRP> natural gas  pipeline infrastructure. Th=<PERSON>updated <IN_PAN>, which is attached in PDF and  Word files, outlines PIRA='s=20approach and methodology, study deliverables  and?release dates.This note  is to inform you that PIRA has commenced its study of the third==20region:  <IN_PAN> & the Southwest. As in all regions, this  study begins==20with a fundamental view of gas flows in the <LOCATION> and <LOCATION>.  <LOCATION> in==20this region (covering CA, <LOCATION>, AZ, NM) will be discussed in greater  detail==20within the <NRP> context. Then we turn to the value of =20transportation at the following three major pricing points with an assessme=nt=20of  the primary market (firm), secondary market (basis) and asset market:??????1) <NRP>  <LOCATION> border (Topock)??????2) <LOCATION>??????3) <NRP>  Basin (Waha)?The <IN_PAN>/SW region=01,s  workshop =01* a key element of the service ==01* will=20take place on <DATE_TIME>, 2000,at <DATE_TIME>, at the Arizona Biltmore Hotel in ==20Phoenix.?For those of you joining  us, a?<IN_PAN>  block  of rooms is bei=ng=20held through <DATE_TIME>.The attached <IN_PAN> explains the various  options for subscribing.?Plea=se=20note  two key issues in regards to your subscribing options:?One, there is =<PERSON>10% savings for  PIRA retainer clients who order before <DATE_TIME>, 2000;==20and?two, there are discounts for  <IN_PAN>?more than one  region.If you have any questions, please do not hesitate to  contact me.Sincerely,<PERSON>Manager, Business  DevelopmentPIRA Energy Group<PHONE_NUMBER><EMAIL_ADDRESS> =20 - PROSPECTUS.PDF - <URL>c","[0.2142394781112671, 0.18591083586215973, 0.14499728381633759, 0.23324191570281982, 0.22161051630973816]",3,"any, ?, pm"
2000-02-17 05:39:00,"tara, I received your email about setting up Paul Lucci and <PERSON> with executable id's.  The rights you set up are fine. Thank you for your help.<PERSON>","[0.04525646194815636, 0.04594899341464043, 0.1310468316078186, 0.3374752998352051, 0.44027242064476013]",4,"tara, for, fine"
2000-02-17 05:07:00,<PERSON>Are you sure you did the attachment right.  There was no file attached to your message.  Please try again.<PERSON>,"[0.3365013599395752, 0.31437525153160095, 0.26470309495925903, 0.0629088282585144, 0.021511472761631012]",0,"try, no, please"
2000-02-17 07:37:00,"'Arry (<EMAIL_ADDRESS>), <PERSON> Extraordinaire, wrote:[snipped]>I highly recommend <PERSON> book ""The Roman Pantheon"">very thorough research into the uses and development of <PERSON><URL>me>and clay/pozzolonic ash; the making and uses of lime in building.>I find it almost impossible to put downWhy am I not surprised ?I suspect that if someone were to build a town called Lime, makeeverything in the town out of lime, provide only foods that havesome connection to lime and then bury the Limeys in lime whenthey're dead, '<PERSON> would move to that town in a flash and thinkthat he had arrived in <LOCATION> on <LOCATION>.According to my v-a-a-a-ast network of spies, sneaks and sleuths,this next issue of The Last Straw focusses on lime... and to no one'ssurprise, will feature some of the musings/wisdom/experience of ourMaster of Lime, 'Arry .Those same spies/sneaks/sleuths tell me that the format of thisnext issue is a departure from the norm and may be a Beeg Surpriseto some.Me ?  My curiosity is piqued and am itchin' to see this <PERSON>issue of The Last Straw and if you are afflicted with the same anddo not yet subscribe, it may not be too late: <EMAIL_ADDRESS>or <URL>--<PERSON>","[0.121455617249012, 0.1979742795228958, 0.19401440024375916, 0.3077169954776764, 0.17883870005607605]",3,"find, almost, impossible"
